title,meta,headers,body,QueryNumber,map,p10,ndcg10,ndcg1000,bpref,rr
0,0,0,1,419,0.1008,0.2000,0.1952,0.3612,0.1557,0.3333
0,0,0,1,426,0.0608,0.0000,0.0000,0.2821,0.1516,0.0909
0,0,0,1,427,0.2760,0.8000,0.5806,0.5772,0.3124,1.0000
0,0,0,1,433,0.0759,0.1000,0.2201,0.3043,0.0631,1.0000
0,0,0,1,435,0.2143,0.4000,0.2051,0.5777,0.2364,0.3333
0,0,0,1,436,0.4634,0.7000,0.3706,0.6416,0.6153,0.5000
0,0,0,1,439,0.0389,0.1000,0.0550,0.2715,0.0756,0.3333
0,0,0,1,443,0.2148,0.8000,0.6745,0.5043,0.3727,1.0000
0,0,0,1,448,0.0179,0.0000,0.0000,0.2290,0.0208,0.0625
0,0,0,1,622,0.2581,1.0000,0.9669,0.6100,0.3726,1.0000
0,0,0,1,625,0.0085,0.1000,0.0694,0.1140,0.0146,0.5000
0,0,0,1,638,0.1147,0.4000,0.3196,0.3566,0.2846,1.0000
