schema alpha  QueryNum map p10 ndcg10 ndcg1000 bpref unjudged relString rr
topTuneBoost_Clef2015_alpha10 10 42 0.0000 0.0000 0.0000 0.0000 0.0000 6 '00-----00-' 0.0000
topTuneBoost_Clef2015_alpha10 10 43 0.0025 0.0000 0.0000 0.0701 0.0879 7 '00-------0' 0.0417
topTuneBoost_Clef2015_alpha10 10 44 0.0160 0.1000 0.0606 0.1659 0.1673 8 '-0-1------' 0.2500
topTuneBoost_Clef2015_alpha10 10 45 0.0000 0.0000 0.0000 0.0000 0.0000 9 '---------0' 0.0000
topTuneBoost_Clef2015_alpha10 10 46 0.0229 0.2000 0.1939 0.1320 0.1481 8 '-21-------' 0.5000
topTuneBoost_Clef2015_alpha10 10 47 0.3069 0.6000 0.7034 0.6582 0.4758 3 '22220-2-2-' 1.0000
topTuneBoost_Clef2015_alpha10 10 48 0.0000 0.0000 0.0000 0.0000 0.0000 6 '00----00--' 0.0000
topTuneBoost_Clef2015_alpha10 10 49 0.0000 0.0000 0.0000 0.0000 0.0000 4 '00--000--0' 0.0000
topTuneBoost_Clef2015_alpha10 10 5 0.0032 0.0000 0.0000 0.0884 0.1621 9 '0---------' 0.0056
topTuneBoost_Clef2015_alpha10 10 50 0.0000 0.0000 0.0000 0.0000 0.0000 7 '000-------' 0.0000
topTuneBoost_Clef2015_alpha10 10 51 0.1191 0.2000 0.2863 0.3944 0.1528 2 '100-00001-' 1.0000
topTuneBoost_Clef2015_alpha10 10 52 0.0000 0.0000 0.0000 0.0000 0.0000 7 '000-------' 0.0000
topTuneBoost_Clef2015_alpha10 10 53 0.0367 0.1000 0.2201 0.2074 0.1936 8 '10--------' 1.0000
topTuneBoost_Clef2015_alpha10 10 54 0.0000 0.0000 0.0000 0.0000 0.0000 9 '0---------' 0.0000
topTuneBoost_Clef2015_alpha10 10 55 0.0007 0.0000 0.0000 0.0282 0.0000 10 '----------' 0.0029
topTuneBoost_Clef2015_alpha10 10 56 0.0000 0.0000 0.0000 0.0000 0.0000 9 '0---------' 0.0000
topTuneBoost_Clef2015_alpha10 10 57 0.0842 0.3000 0.2212 0.2958 0.3689 5 '1---010-1-' 1.0000
topTuneBoost_Clef2015_alpha10 10 58 0.0000 0.0000 0.0000 0.0000 0.0000 2 '000000--00' 0.0000
topTuneBoost_Clef2015_alpha10 10 59 0.0010 0.0000 0.0000 0.0614 0.0577 9 '-0--------' 0.0088
topTuneBoost_Clef2015_alpha10 10 6 0.0744 0.3000 0.2850 0.2457 0.2200 7 '2-------11' 1.0000
topTuneBoost_Clef2015_alpha10 10 60 0.0096 0.0000 0.0000 0.0470 0.0781 7 '00-0------' 0.0769
topTuneBoost_Clef2015_alpha10 10 61 0.0217 0.2000 0.1112 0.1216 0.0710 1 '0-00000110' 0.1250
topTuneBoost_Clef2015_alpha10 10 63 0.0002 0.0000 0.0000 0.0247 0.0625 7 '0-0-----0-' 0.0029
topTuneBoost_Clef2015_alpha10 10 64 0.0010 0.0000 0.0000 0.0453 0.0631 6 '---000-0--' 0.0303
topTuneBoost_Clef2015_alpha10 10 65 0.0002 0.0000 0.0000 0.0148 0.0217 7 '-----0--00' 0.0047
topTuneBoost_Clef2015_alpha10 10 66 0.0307 0.2000 0.2048 0.2115 0.2103 7 '--22-----0' 0.3333
topTuneBoost_Clef2015_alpha10 10 67 0.1196 0.3000 0.3091 0.3585 0.2726 4 '20-10---01' 1.0000
topTuneBoost_Clef2015_alpha10 10 7 0.0000 0.0000 0.0000 0.0000 0.0000 4 '-0-0-000-0' 0.0000
topTuneBoost_Clef2015_alpha10 10 8 0.0001 0.0000 0.0000 0.0087 0.0187 8 '00--------' 0.0026
topTuneBoost_Clef2015_alpha10 10 9 0.0382 0.3000 0.2067 0.2413 0.2184 3 '0200---110' 0.5000
topTuneBoost_Clef2015_alpha2 2 1 0.0141 0.0000 0.0000 0.1940 0.0000 0 '0000000000' 0.0145
topTuneBoost_Clef2015_alpha2 2 10 0.0008 0.0000 0.0000 0.0536 0.0000 0 '0000000000' 0.0023
topTuneBoost_Clef2015_alpha2 2 11 0.1283 0.2000 0.2985 0.5333 0.1680 4 '1----10000' 1.0000
topTuneBoost_Clef2015_alpha2 2 12 0.0190 0.0000 0.0000 0.1953 0.0000 0 '0000000000' 0.0526
topTuneBoost_Clef2015_alpha2 2 13 0.4413 0.7000 0.7910 0.8019 0.6309 0 '2222220002' 1.0000
topTuneBoost_Clef2015_alpha2 2 14 0.3310 0.7000 0.4557 0.5912 0.3800 1 '0110-11211' 0.5000
topTuneBoost_Clef2015_alpha2 2 15 0.1994 0.6000 0.3238 0.5499 0.6107 0 '0000121212' 0.2000
topTuneBoost_Clef2015_alpha2 2 16 0.0000 0.0000 0.0000 0.0000 0.0000 0 '0000000000' 0.0000
topTuneBoost_Clef2015_alpha2 2 17 0.1667 0.1000 0.2961 0.2961 0.2222 0 '0100000000' 0.5000
topTuneBoost_Clef2015_alpha2 2 18 0.1880 0.1000 0.1137 0.4779 0.1859 1 '002000-000' 0.3333
topTuneBoost_Clef2015_alpha2 2 19 0.0093 0.0000 0.0000 0.1577 0.0000 1 '00000000-0' 0.0080
topTuneBoost_Clef2015_alpha2 2 2 0.3328 0.3000 0.3020 0.6255 0.3254 1 '0200-00202' 0.5000
topTuneBoost_Clef2015_alpha2 2 20 0.1026 0.1000 0.1100 0.3991 0.0952 1 '1000-00000' 1.0000
topTuneBoost_Clef2015_alpha2 2 21 0.2006 0.2000 0.2032 0.4699 0.2189 2 '002--10000' 0.3333
topTuneBoost_Clef2015_alpha2 2 22 0.0213 0.1000 0.0480 0.1075 0.0204 0 '0000001000' 0.1429
topTuneBoost_Clef2015_alpha2 2 23 0.5205 0.9000 0.7229 0.7867 0.8228 0 '1212122022' 1.0000
topTuneBoost_Clef2015_alpha2 2 24 0.2026 0.3000 0.2000 0.4723 0.1852 0 '1001100000' 1.0000
topTuneBoost_Clef2015_alpha2 2 25 0.0078 0.0000 0.0000 0.1759 0.0000 1 '000000000-' 0.0179
topTuneBoost_Clef2015_alpha2 2 26 0.5625 0.1000 0.6131 0.7632 0.5000 1 '100000000-' 1.0000
topTuneBoost_Clef2015_alpha2 2 27 0.0192 0.0000 0.0000 0.1746 0.0000 6 '000------0' 0.0192
topTuneBoost_Clef2015_alpha2 2 28 0.3447 0.7000 0.7910 0.6893 0.4556 0 '1111110001' 1.0000
topTuneBoost_Clef2015_alpha2 2 29 0.5444 1.0000 0.8196 0.7544 0.7426 0 '1111111111' 1.0000
topTuneBoost_Clef2015_alpha2 2 3 0.1656 0.8000 0.7062 0.5942 0.6691 1 '2122021-12' 1.0000
